base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,rate
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.29806473314988935
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.8061838865413833
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.2206240254876245
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.35532564714795706
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.046457469987706196
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.5544252242482296
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.3313470544607488
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.5508325198480896
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.276788193071149
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.9236023263256519
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.2223496257572268
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,-0.027619988133720325
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.22584295203714638
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.3198616342757274
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,-0.1665488961276628
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,-0.031092736941713967
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.3384333480380009
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,-0.36415539119292584
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.3281151499703859
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,-0.0067139896859898796
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.4433856081743602
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.23894128248899765
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.16131959145704466
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.008106915661036745
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.3081120404810899
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.27805761687516645
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.35607866356587936
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.2966621692633082
Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.4449416764514785
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.8746487176128619
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3060416740084752
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3011782417486071
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4623650555384029
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.33554958734592194
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.48047471005383025
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.344794647612581
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4784206406705589
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.29893972523530354
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.6304580732839569
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.32904526014160207
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.32611733836300727
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3116280365924715
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.36557522125693054
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4383905052111029
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3474453457846275
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.39887451572849725
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3117381477960271
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.5060412841204732
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.47368807499915044
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4954506068241502
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3447579412814531
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4206997382806837
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.5667032311856293
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.6596995144813413
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2890606417308502
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.7605781939203913
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.5574232173350822
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3939298797958418
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.38075542803870016
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3314261546726696
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.30113158178277377
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.49755941143177596
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2906179684996907
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.5042165986950835
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3455747993816964
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.7663074324908448
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3942173650036058
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.32949286641716863
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3142522597027147
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.36690822008083
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.40295061871028914
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.42206074809104055
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.390222283261031
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4348717940448814
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.31649154516240263
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4480844324800501
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.32543134877844715
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3871949029949916
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.41163472178787
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2985678131751211
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.37065169928226765
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.5274633200116147
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3311413378510588
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.29159418453583796
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3282547736538233
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.34034152915800886
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.33638887121084876
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.6356978920664234
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2886643709234715
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2905040430427857
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.44192614571418976
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.4713416366996929
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.34573351303378036
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.45767948944915726
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3549698781479126
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.411728315250081
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3196282800854807
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.6340609086524911
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3364452764632226
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.514812014301158
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.66554008960036
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.41256372422979937
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.5140114536492055
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3572406114977347
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3643972349520218
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3907384876242019
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3103802861841581
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.36495791292140817
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3879602454352704
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.34625939991800586
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3064472206541291
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2969104035380233
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3181765869147669
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.294368492488044
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.31158984986692
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2987671898475478
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3633130054746861
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3315967135047352
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3855016165055266
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.37925129541628094
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3529706399532974
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.2901520758016931
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.39828409442978263
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.8468725160906259
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.8293306948018706
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.6357749701998354
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.3639520597937171
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.29829360513961384
Cheese,Jelly Filled,Grand Mariner,Apple,Burgundy,0.35199090567413266
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.18043955147706686
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.47681906671689284
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.8012088884689862
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2487383399734651
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.19220221938448062
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3137995612578528
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4116938747220328
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.17902999633635308
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.28186633247720483
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1462704523140599
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.19563275727471002
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2482264416598529
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.13989641734555117
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12324083475811218
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.15180235320244623
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10699034275988224
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1032685848625228
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.28803458799235454
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1817032848580361
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3660211783460158
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.21685088346030668
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.41488926541324617
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3818524100206484
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4058212093065839
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.43818080083547156
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10586376839513596
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.17675254384134903
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.8270030141133566
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.13182655087017586
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10051481098583709
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.207902843562201
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10679454434210767
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2928302814878163
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.40568311265725604
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.5679974050438913
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.17506146449455345
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2176747699437686
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.16664051284601233
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10169695935264417
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4235887444058832
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.23408132731950337
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2013658607017431
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.13497808342686862
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3299903606613147
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.32907311163763475
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.27025293005169815
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.15887038762135813
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3201678492037018
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.26349068176861784
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1213326136880298
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1462016596485871
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12985798232993578
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.29297288815719935
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.28069815769516016
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.6032903867929258
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.11793498390093468
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2092303625890538
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.09709250154998753
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.13172093167429486
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,1.402613450282101
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3223657506561985
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.38555170828239277
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1120476365433278
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.17369284191786993
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1062415848113106
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.19616373754817729
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.0967261848291805
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4040331279191628
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.40421242555611747
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2550959157626397
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1876987031153573
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.11524496383234906
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10604322796446468
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12285850802794664
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.18997427749823032
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.18864410865482628
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4726093187156805
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2803931909105025
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.14156088303748698
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12085178159067936
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4326076336409396
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10776010497648016
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10381268574200374
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4845390236984182
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.18028938859585864
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1815420689152423
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.24899405939653532
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2821984975296967
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1271840568716862
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.30845573553090977
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.17732830935333566
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.38423173842435815
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.23998538501205308
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.23467472227080144
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1934526435729572
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.17952542863515578
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.49802020104157596
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.23332900806469806
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3797576281595216
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1926208520713123
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.10191421634359456
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.5232262630371851
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.14949075734330228
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.08129379812675545
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.16557009621841398
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.19204644329313084
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.07320378962577846
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.05075643960812565
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2184759956441883
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.15859107305889183
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.21337451547119665
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.03379450120862332
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2117296248196539
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.05188748722624262
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.4053556534881875
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.023657784744386595
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2723276265664433
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.0856036953700893
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.10832430099882964
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.23222164470054435
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.21423253973389741
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.331495872424039
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.16574963395854586
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.0813338048590771
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.18900355215616163
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2368196799796565
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1571572367130259
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.19763018991517345
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.11445111844945303
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.19915950490071704
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.517788901821785
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.08821063639928335
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.12018364115885985
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1456847499949808
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.03211564924796362
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.038632690953952636
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.08849794719075008
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.4089037549424862
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.41351217317808864
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.11767553566328962
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.3676512593798523
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.0050251962272021555
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.04424844413449902
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.4921029580025881
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.3177697230176804
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.13795046426049065
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.01985522655587424
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.00855455265705199
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.03312726178859943
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.0009835854780791686
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.015924161388078617
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1498962636478994
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.38956940900297116
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.45520651458988226
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.10334466424582424
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.0767575205705456
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.40357088556565224
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2861380457996716
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.29069816246957836
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.21193697624711186
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.4520353267954017
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2977859449925982
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2359440488681633
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.35582751401271445
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.29798432758107374
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2354021283581024
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2118017565321926
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.37194992119010206
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.27987475329206113
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.19730088538978718
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.06523474858374101
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.03355678320151259
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.07511948957545214
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.291957582731059
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.0724810889396953
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.12554368182275352
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.3527499680241769
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.16525410813529512
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.10742618814134607
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2186489777946992
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.06688200016875223
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.18651504192342505
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,-0.09381601929581176
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.29083108979010075
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.11241512109164742
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.4347829477379481
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.3025040650423187
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.24275106405458055
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.25230812014803117
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.23251841674717671
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.11080942161828279
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.24498519458748547
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.20960252174122027
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.35213667761226997
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.043304582143590536
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.09454975480220994
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.22870042268290303
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.05560953748868565
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2588249555269398
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.23832913056770572
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.2586837915571359
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.5971109656907206
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.19119498135989454
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.4991542458384457
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.21524990311523878
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.21529416298406973
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.18933078525156383
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.41202470946399516
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.16783241450979294
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.16805773264030066
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.1746417309288367
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.1731313787431455
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.3062572713893079
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.2732927639455688
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.24305560434013207
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.16358826243518917
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.15401046369637308
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.24814348531598196
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.30446405722502723
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.5143968804297123
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.1987696351862612
Chiffon,Candy Outer,Birch Beer,Banana,Slate,0.486395180982812
